name,lat,lon,town
Chiesa di San Rocco,45.6864426,10.2915391,Casto
Chiesetta della Madonna della Neve,45.8269242,10.4582086,Bagolino
Chiesa di Santa Maria Assunta,45.6736067,10.3404054,Bione
Chiesa di San Sebastiano,45.7343972,10.4679338,Idro
Chiesa di Sant'Antonio di Padova,45.6838098,10.4343619,Cedessano
Santuario della Madonna del Pianto,45.7483333,10.3870963,Pertica Bassa
Chiesa di San Carlo,45.6652878,10.3931265,Sottocastello
Chiesa dei Santi Pietro e Paolo,45.6705404,10.3926421,Sottocastello
Chiesa di San Martino,45.7095746,10.4643445,Trebbio
Chiesa di Sant'Antonio,45.8823727,10.4512387,Bagolino
Chiesa di San Lorenzo,45.7526621,10.3818535,Pertica Bassa
Chiesa di San Zenone,45.7502315,10.3846871,Pertica Bassa
Chiesa di Dio e San Rocco,45.7356728,10.3889974,Pertica Bassa
Chiesa di San Martino di Tours,45.7324450,10.3937361,Vestone
Santuario di Santa Maria Assunta del Campello,45.6498840,10.3510485,Agnosine
Santuario della Madonna di Calchere,45.6410816,10.3652459,Agnosine
Chiesa di San Lorenzo,45.6906217,10.4543674,Provaglio Val Sabbia
Chiesa di San Lorenzo,45.6858929,10.2927561,Casto
Chiesa di Sant'Antonio di Padova,46.0666145,10.2543748,Paisco Loveno
Chiesa di Sant'Apollonio,45.9310283,10.3108543,Prestine
Chiesa di Santa Maria Assunta,45.9849318,10.2618998,Lozio
Chiesa di San Maurizio,45.8327987,10.1863024,Artogne
Chiesa di San Giorgio,45.9782502,10.3410221,Niardo
Cappella Alpini di Serle,45.5884597,10.3609164,Serle
Chiesa della Madonna della Neve,45.7594397,10.4047736,Pertica Bassa
Chiesa di San Nazzaro,45.9827956,10.2604163,Lozio
Chiesa di San Bernardino,45.6959614,10.3297764,Casto
Santuario della Madonna del Ronchino,45.6854214,10.4213324,Cedessano
Chiesa di San Giorgio,45.6815820,10.4147847,Barghe
Pieve di Santa Maria Assunta,45.6894521,10.4293559,Provaglio Val Sabbia
Chiesa di Santa Maria Assunta,45.7532911,10.3724531,Pertica Bassa
Chiesa di San Bartolomeo,45.7385439,10.4379576,Lavenone
Chiesa di Santa Maria Annunciata,45.6368054,10.3520476,Agnosine
Ex Chiesa di San Pietro in Vincoli,45.9400123,10.2913233,Bienno
Cappella di Santa Maria Maddalena,45.9398776,10.2903277,Bienno
Sala Civica,45.6457305,10.2024187,Villa Carcina
Chiesa di San Bernardo,45.6673777,10.3289475,Bione
Chiesa della Madonna della Neve,45.7601994,10.3048171,Marmentino
Chiesa di San Giuseppe,45.2581579,11.1211021,Bovolone
"Chiesa dei Santi Biagio, Fermo e Rustico",45.2581037,11.1205963,Bovolone
Chiesetta Alpina,45.5921421,10.1783570,Cellatica
Battistero,45.4068050,11.8717946,Padova
Santuario di San Vigilio,45.6674661,10.3117629,Bione
Oratorio di San Giorgio,45.4009588,11.8801835,Padova
Oratorio di San Michele,45.4008686,11.8800426,Padova
Santuario della Madonna della Neve,45.6836164,10.3422033,Bione
Santa Maria Assunta,45.4062918,11.4060656,Sarego
Chiesa di Santa Maria,45.6426044,10.3863046,Odolo
Chiesa di San Rocco,45.7398876,10.4804713,Crone
Chiesa di Santa Maria ad Undas,45.7345919,10.4588832,Idro
Chiesa dei Santi Faustino e Giovita,45.6651595,10.3446564,Bione
Chiesa di San Rocco,45.6718358,10.3441574,Bione
Chiesa di San Giacomo,45.7007837,10.6824079,Gargnano
Chiesa di Sant'Antonio,45.7862724,10.7723377,Pieve
Chiesa di San Michele Arcangelo,45.4923299,10.2370443,Borgosatollo
Chiesa di San Vincenzo Ferreri,45.6047291,10.1509715,Ronco
Chiesa di Tutti i Santi,45.6479097,10.3583171,Agnosine
Chiesa di San Maurizio,45.8427286,10.5828827,Storo
Chiesa di San Bernardino,45.9205799,10.8841783,Arco
Chiesa di San Giovanni Battista,45.7540225,10.5443282,Capovalle
Chiesa Evangelica,45.6225286,10.5693674,Gardone Riviera
Chiesa di Santa Caterina,45.5459185,10.5581574,Solarolo
Chiesa dell'Ascensione,45.6136377,10.4951055,Roe Volciano
Chiesa dei Santi Pietro e Paolo,45.5181764,10.2280392,Brescia
Chiesa di Santa Maria Assunta,45.4991137,10.2203815,San Zeno Naviglio
Chiesa di San Silvestro Papa,45.4948431,10.2059387,Folzano
"Chiesa dei Santi Vito, Modesto e Crescenzia",46.0319013,10.3275268,Ono San Pietro
Chiesa della Beata Vergine della Purita,45.5591385,10.2118909,Collebeato
Chiesa di San Rocco,45.6245802,10.2058335,Villa Carcina
Santi Martino e Valentino,46.0665223,11.5045966,Scurelle
Chiesa di Brusadure,45.2751543,11.9595932,Bovolenta
Chiesa di Sant'Alessandro,45.5352183,10.2236003,Brescia
Santuario della Madonna del Feles,46.0047655,11.2126789,Bosentino-Migazzone
San Giorgio,46.0623760,11.9119601,Villabruna-Umin
Chiesa San Nicola,46.0716723,11.9150582,Villabruna-Umin
Chiesetta San Martino,46.0695736,11.9040670,Villabruna-Umin
Chiesa di Zevio Santa Toscana,45.3762342,11.1378426,Zevio
San Donato,46.0631931,11.7073591,Lamon
Madonna Addolorata,46.0773039,11.6878133,Castello Tesino
Santa Maria Assunta,46.0703593,11.5090071,Spera
Chiesa di San Giovanni,45.6195032,11.0356822,Bosco Chiesanuova
Cappella di San Valentino,46.0417912,11.8685212,Pedavena
Santella della Madonna della Neve,45.6595693,10.2310510,San Sebastiano
San Pietro,45.6344951,10.9870747,Erbezzo
Chiesa della Beata Vergine Maria Immacolata,45.4164704,11.1754138,Caldiero
San Pietro in Colle,45.4167065,11.1905244,Caldiero
San Fidenzio,45.4795526,11.0501730,Montorio
Santuario Madonna della Bassanella,45.4261553,11.2480275,Soave
Chiesa Alpina,45.8160930,11.7401242,Pove del Grappa
Santa Giustina,45.8135577,11.7195700,Solagna
Madonna del Cornon,45.8093399,11.7265405,Pove del Grappa
Santuario della Beata Vergine del Covolo,45.8481161,11.8246811,Crespano del Grappa
S. Maria Assunta,45.8575808,11.7436695,Solagna
S. Giorgio,45.8294749,11.7144149,Solagna
Oratorio S. Antonio,45.9796119,11.7561735,Arsie
San Michele,45.9806271,11.7662995,Arsie
Chiesa di Santa Giustina,46.0219340,11.7712950,Fonzaso
Chiesa della Nativita Beata Vergine Maria,46.0191229,11.7997076,Fonzaso
Sant'Anna,46.0205904,11.7926441,Fonzaso
San Cassiano,45.9589041,11.7514766,Arsie
Chiesa di S. Andrea,45.6733769,10.9089008,Brentino Belluno
Chiesa Parrocchiale,45.6231263,10.9021465,Brentino Belluno
Chiesa romanica,45.6238565,10.9029912,Brentino Belluno
Chiesa diroccata di San Marziale e Santa Regina,45.6222810,10.9070381,Brentino Belluno
Santuario Madonna della Corona,45.6496134,10.8562041,Ferrara di Monte Baldo
Santi Fabiano e Sebastiano,46.0567674,11.5230600,Villa-Agnedo
Chiesa di San Salvatore,45.5397913,10.2285569,Brescia
Chiesa dell'Immacolata,46.0656146,11.5232327,Strigno
Chiesa di San Giacinto,45.5216105,10.2730459,Buffalora-Bettole
Chiesa parrocchiale di Caprino,45.6051640,10.7949074,Caprino Veronese
Oratorio di San Sisto,45.6646628,11.5876046,Sandrigo
Chiesetta Trissino,45.6614895,11.6041587,Sandrigo
Oratorio San Lorenzo,45.6574105,11.6038558,Sandrigo
Oratorio San Gaetano,45.6587779,11.6006720,Sandrigo
Chiesa di San Zeno,46.0061970,10.8431761,Fiave
San Pietro,45.5667183,11.1605692,Badia Calavena
Chiesa San Valentino,45.5558074,11.1196141,San Mauro di Saline
Chiesa di San Leonardo,45.5654095,11.1129896,San Mauro di Saline
San Pietro Apostolo,45.6048153,11.0955794,Velo Veronese
San Marco,45.6531635,10.7245258,San Zeno di Montagna
Chiesa di San Luca,45.5362098,10.2216403,Brescia
San Giovanni Bosco,45.3952391,11.2680972,San Bonifacio
Chiesetta della Madonna delle Nevi,46.0363132,10.3869649,Paspardo
Santa Maria Maddalena,46.0649059,11.5089692,Scurelle
Chiesa di Santa Maria Assunta,45.5499391,10.5531003,Manerba del Garda
Chiesetta di Sant'Antonio,45.4226750,11.2822064,Monteforte d'Alpone
Chiesa di San Rocco,45.4660337,11.1848565,Illasi
San Colombano,45.4573192,11.2017952,Cazzano di Tramigna
Chiesa di San Giorgio,45.4722602,11.2038889,Cazzano di Tramigna
Santuario di San Felice,45.4782219,11.1940779,Cazzano di Tramigna
Chiesa di San Pietro in Briano,45.4769850,11.2066815,Cazzano di Tramigna
San Leornardo,45.5743675,11.2257484,Vestenanova
San Antonio Abate,45.5696345,11.2214155,Vestenanova
Chiesa della Santissima Trinita,45.5546545,10.2341401,Brescia
Chiesa della Madonna di Loreto,46.0657818,11.5290185,Strigno
Chiesa di Lavagno,45.4411737,11.1307551,San Pietro
Santi Pietro e Paolo,46.0499076,11.4063940,Roncegno
Chiesa di Sant'Apollonio,45.7753523,10.2388831,Stravignino
San Giacomo (alto),45.4229797,11.1232210,Monticelli-Fontana
Chiesa di Santa Eurosia,45.6276041,10.7551572,San Zeno di Montagna
Chiesa dei Santi Faustino e Giovita,45.9334204,10.2979404,Bienno
Santuario della Madonna del Lares,46.0211580,10.7280700,Tione di Trento
San Siro,45.6398641,10.7122412,San Zeno
Santa Maria Maddalena,45.6065124,10.7271727,Costermano
Chiesa della Madonna dei Ronchi,45.6531628,10.5096197,Vobarno
San Martino,45.6118183,10.7018428,Torri del Benaco
San Giovanni,45.6099576,10.6876831,Torri del Benaco
Teatro Comunale,46.0761669,10.9087856,San Lorenzo in Banale
Chiesa di Affi,45.5542030,10.7761227,Affi
chiesa di San Lorenzo,46.0259120,11.4401846,Borgo
Chiesa della Santissima Trinita,45.4671795,10.2424523,Borgosatollo
Santa Maria Maggiore,45.5305293,10.7270338,Bardolino
Chiesetta della Regina della Pace,45.8220377,10.4114649,Bagolino
Chiesa di San Benedetto,45.5365031,10.1965944,Brescia
Chiesa di San Gaetano,45.6828376,10.3786450,Sottocastello
Chiesa di Santa Maria del Restello,45.9023562,10.1936843,Darfo Boario Terme
Chiesetta di San Valentino,45.9094595,10.1932521,Darfo Boario Terme
Chiesa di San Rocco,45.9024079,10.1924743,Darfo Boario Terme
Chiesetta di San Vigilio,45.7531922,10.6347812,Magasa
Chiesetta di Val Moren,45.9658521,10.1893179,Borno
San Pietro,45.5658183,10.7118518,Garda
Chiesa di San Severo,45.5500737,10.7224292,Bardolino
Chiesa della Madonna del Lino,45.5374858,10.2177888,Brescia
Chiesa della Madonna di Lourdes,45.9461467,10.2005428,Borno
Chiesa Vecchia di Sant'Andrea,45.9508859,10.2712303,Malegno
Chiesa di San Rocco,45.9435495,10.2355982,Ossimo Superiore
Oratorio di Sant'Antonio,45.9469452,10.2069003,Borno
chiesa di San Sisto,45.9899145,11.2643674,Caldonazzo
Santa Maria Maddalena,45.8762801,11.1627469,Piazza
Santi Zeno e Martino,45.5056465,10.7342528,Lazise
Chiesa di Calmasino,45.5224831,10.7512260,Calmasino
Chiesa Santa Madre di Dio,45.3696874,11.8292953,Mandriola-Sant'Agostino
Santuario Claone,45.7403596,10.4409403,Lavenone
Chiesa di San Rocco,45.3068187,10.1955818,Cigole
Sant'Agata Vergine e Martire,45.5332488,11.3682747,Tezze
Sant'Agata Vergine e Martire,45.5322076,11.3652071,Tezze
Visitazione Beata Vergine Maria,45.5253811,11.3429166,Arzignano
Chiesa parrocchiale di Restena,45.5462421,11.3466644,Tezze
Chiesa di San Matteo,45.5306343,11.3421847,Arzignano
Sant'Agata Vergine e Martire,45.5322881,11.3651734,Tezze
Cappella Via Fratta Bassa,45.5387505,11.3371613,Arzignano
Chiesa di Villaggio Giardino - San Giovanni Battista,45.5184605,11.3444844,Arzignano
Chiesa parrocchiale del Costo,45.5162129,11.3638110,Tezze
Duomo di Ognissanti,45.5201682,11.3333365,Arzignano
San Bartolomeo Apostolo e Santa Maria Ausiliatrice,45.5131492,11.3355394,Arzignano
San Marcello,45.5014592,11.3377621,Arzignano
Chiesetta dei Bernuffi,45.5486893,11.3967362,Trissino
San Zenone,45.5188780,11.3142574,Arzignano
Chiesetta di San Bernardino,45.5229974,11.3270180,Arzignano
San Alessandro,45.5588114,11.3616414,Trissino
Chiesa di San Lorenzo,45.8228749,10.4648217,Bagolino
Chiesa di San Giacomo,45.8128358,10.5164460,Ponte Caffaro
Chiesa della Beata Vergine di Loreto,45.8258775,10.4916455,Bagolino
Santuario della Madonna del Castello,45.7067895,10.1822101,Gardone Val Trompia
Chiesetta Alpina,45.7841507,10.2091908,Pezzaze
Chiesa di San Martino,46.0030015,10.3245354,Cerveno
Chiesa dei Santi Pietro e Paolo,45.2550927,10.2995180,Gambara
Chiesa di San Rocco,45.2549811,10.2967904,Gambara
Chiesetta di San Maurizio,45.8948302,10.2524906,Esine
Chiesa della Madonna della neve,46.0704186,11.4939807,Carzano
Chiesa di Santa Maria Annunciata,45.9345298,10.2952983,Bienno
Chiesa di San Paolo,45.9237086,10.2569632,Esine
Chiesa della Santissima Trinita,45.9263038,10.2621819,Esine
Chiesa di San Lorenzo,45.9338362,10.2777096,Berzo Inferiore
Chiesa di Santa Maria Assunta,45.9265788,10.2560259,Esine
Chiesetta di San Michele,45.9346320,10.2792971,Berzo Inferiore
Chiesa della Nativita di Maria,45.9328043,10.2790954,Berzo Inferiore
Santa Maria,45.4418039,10.7617582,Castelnuovo del Garda
Santa Lucia di Pol,45.4986468,10.8183021,Pastrengo
Chiesa di Santa Maria degli Angeli,45.6825869,10.1842564,Gardone Val Trompia
Chiesa di San Rocco,45.7606456,10.5963593,Valvestino
Chiesa di San Giovanni Battista,45.7614489,10.5974603,Valvestino
Chiesa dei Santi Simone e Giuda Apostoli,45.7709799,10.5950904,Valvestino
Chiesa di San Rocco,45.7555214,10.5869917,Valvestino
Chiesa di San Matteo,45.7732232,10.5746925,Valvestino
Chiesa di San Bartolomeo,45.7588622,10.5810950,Valvestino
Chiesa di San Michele Arcangelo,45.7395885,10.5816066,Valvestino
Chiesetta dei Morti,46.0030650,10.3336985,Cerveno
Chiesa della Madonna degli Angeli,45.4269680,10.7229839,Cavalcaselle
Chiesa di San Lorenzo,45.4274836,10.7237079,Cavalcaselle
Sacrario militare di Monte Suello,45.8052652,10.5047330,Ponte Caffaro
Sant' Andrea Apostolo,45.4599513,10.7858837,Sandra
Chiesa della Confraternita del Suffragio,45.5146560,10.3182473,Rezzato
Rocal,45.9931995,11.0741487,Cimoneri
Chiesa di San Michele Arcangelo,45.7454026,10.3212359,Pertica Alta
Chiesa di Cristo Re,45.5546045,10.2242807,Brescia
Chiesa di Santa Maria Immacolata,45.5506761,10.2130164,Brescia
Chiesa del Divin Redentore,45.5680884,10.2065799,Collebeato
Chiesetta del Redentore,45.8504255,11.3725553,Rotzo
Chiesa della Presentazione della Beata Vergine Maria,45.8699532,11.4308001,Roana
San Luigi Gonzaga,45.8400465,11.4211952,Rotzo
Oratorio Madonna della Salute,45.2720075,11.4646840,Roveredo di Gua
Chiesa di San Giovanni Battista,45.2662495,11.4880802,Poiana Maggiore
Chiesetta della Madonna del Buon Consiglio,45.2611481,11.4645359,Roveredo di Gua
San Rocco,45.8067119,11.3400406,Arsiero
Chiesa Arcipretale di San Michele,45.8024602,11.3500715,Arsiero
Chiesa Granatieri di Sardegna,45.8099012,11.3988118,Cogollo del Cengio
Chiesa di San Zeno,45.8032149,11.3851030,Velo
Chiesetta del Donatore,45.8120694,11.4107048,Cogollo del Cengio
Chiesa di Santa Maria Maddalena,45.3947669,10.9144878,Dossobuono
Tempietto Virgini Dolenti Sacrum,45.8016667,11.6093887,Conco
San Francesco,45.8990291,10.9213885,Bolognano-Vignole
Chiesa di Sant'Apollinare,45.9257214,10.8903723,Arco
Santissima Trinita,45.7777723,11.3997309,Cogollo del Cengio
Chiesa di San Cristoforo,45.7876716,11.4214689,Cogollo del Cengio
San Giorgio,45.7753592,11.4502695,Caltrano
Santa Rita,45.7770048,11.4721302,Caltrano
San Vitale,45.7929843,11.5760887,Lusiana
Chiesa di San Marco e Santa Maria Maggiore,45.7989419,11.6058231,Conco
Madonna della Grotta,45.9942992,10.9700090,Cavedine
Chiesa di Roveredo,45.2739284,11.4431537,Roveredo di Gua
Santuario Santa Maria del Summano,45.7601357,11.3937521,Santorso
Cappella storica di San Vito,45.7590310,11.4301283,Piovene Rocchette
Chiesa Parrocchiale di San Giuseppe,45.7670768,11.4319636,Piovene Rocchette
Santuario Madonna dell'Angelo,45.7581895,11.4180172,Piovene Rocchette
Chiesa della Fratta,45.7491919,11.4686918,Carre
Chiesa di San Michele,45.7629799,11.4627828,Chiuppano
Madonna della Salute,45.7691466,11.4664177,Chiuppano
Santa Maria Assunta,45.7698596,11.4602566,Caltrano
San Donato,45.7708188,11.4795878,Chiuppano
Chiesa di San Michele,45.7598409,11.4659109,Chiuppano
Chiesetta di San Pietro,45.7638152,11.5343494,Lugo di Vicenza
Chiesetta del rosario,45.7497049,11.5220464,Lugo di Vicenza
Chiesa di San Valentino,45.7726904,11.5102936,Calvene
Chiesa Santi Sigismondo e Valentino,45.7647577,11.5540879,Salcedo
Santuario di Sant'Anna,45.7647508,11.5542995,Salcedo
Chiesetta dell'Emigrante,45.7724503,11.5619228,Salcedo
Chiesetta del Ciclista,45.7746309,11.6641071,Marostica
Chiesetta di San Dionigi,45.7387368,11.3922673,Santorso
Chiesetta di Sant'Anna,45.7265249,11.4259083,Zane
Chiesa della B.V. Maria Immacolata,45.7259362,11.4398616,Zane
Chiesa del Grumello,45.7468071,11.4252375,Piovene Rocchette
Chiesa di San Francesco,45.7568243,11.0006333,Ala
Chiesa parrocchiale di Santa Maria Assunta,45.7484212,11.4587020,Carre
Oratorio di San Biagio,45.7337755,11.4983090,Grumolo Pedemonte
Chiesetta di San Gottardo,45.7495234,11.6588824,Marostica
Chiesetta di San Marco,45.7463420,11.6574267,Marostica
San Biagio,46.0782815,11.5546364,Bieno
Chiesa di San Michele,45.8867040,10.8435219,Riva del Garda
Santuario della Madonna del Rio,45.6230319,10.5128221,Roe
Chiesa San Biagio,45.3989373,11.3001006,San Bonifacio
Chiesetta di Santa Croce,45.4241382,11.3068005,Monteforte d'Alpone
Chiesa di Costalunga,45.4485469,11.2972244,Brognoligo-Costalunga
Chiesa di San Carlo Borromeo,45.6518296,10.2369873,San Sebastiano
Chiesa della Nativita,45.3809328,11.2084183,Belfiore
chiesa di Sancta Maria ad Nives,46.0082130,11.4223191,Roncegno
Chiesa di San Martino,45.9267340,10.6395259,Prezzo
Chiesa Parocchiale di San Sebastiano,45.3191614,11.4252633,Asigliano Veneto
Chiesa di Rovenega,45.2631386,11.4046946,Pressana
"Chiesa dei Santi Vito, Modesto e Crescenzia",45.6638913,11.5601542,Montecchio Precalcino
Santissima Trinita,45.4237050,11.8760296,Padova
Chiesa San Cristoforo,45.6408395,11.3020444,Valdagno
Sant'Antonio di Padova,45.6432145,11.3206568,Valdagno
Chiesa di Santa Maria Assunta,46.0705000,11.4783980,Telve
San Giovanni,45.6581188,11.1815443,Crespadoro
Santa Margherita Vergine,45.6323406,11.1924078,Crespadoro
San Leonardo,45.6751843,11.2351015,Recoaro Terme
Cappella chiesa,45.6752388,11.2352555,Recoaro Terme
sacrestia,45.6751405,11.2352605,Recoaro Terme
San Rocco,45.6365040,11.2185402,Crespadoro
Santuario di Santa Maria di Panisacco,45.6691272,11.2811031,San Quirico
Casa Del Regno Dei Testimoni Di Geova,45.7190394,11.3676559,Schio
Chiesa San Giacomo,45.7135503,11.3604112,Schio
Duomo di S. Pietro,45.7141295,11.3596691,Schio
Chiesa di Sant'Antonio Abate,45.7116077,11.3555569,Schio
Chiesa di Santa Croce,45.7151870,11.3682451,Schio
Divo Antonio Confessori,45.6963087,11.6309560,Schiavon
Chiesa Evangelica Valdese,45.5409597,10.2113852,Brescia
Battistero,45.6589718,10.2396131,San Sebastiano
Chiesa di San Giovanni Nepomuceno,46.0723688,11.4779931,Telve
Chiesa di San Gerolamo,45.6236170,10.1568479,Brione
Duomo Santa Maria Assunta,45.7087157,11.5652572,Breganze
Chiesa di San Giuseppe,45.7071641,11.5637549,Breganze
Chiesa della Beata Vergine della Mercede,45.5334113,10.2581157,Buffalora-Bettole
Chiesa di Santa Maria Maddalena,45.5464987,10.2814644,Botticino
Chiesa di San Rocco,45.4979802,10.1644749,Castel Mella
San Giovanni Battista,46.0722820,11.4721653,Telve di Sopra
Oratorio di Villa Gaudio,45.4353256,11.9286501,Cadoneghe
Chiesa S. Caterina da Siena,45.4248341,11.9405756,Noventa
Chiesa di San Marco Evangelista,45.4244964,11.9457392,Noventa
Chiesa dell'Annunciazione di Maria,45.8884639,10.7332387,Pieve di Ledro
Santuario Santa Maria della Pieve,45.5376927,11.2868614,Chiampo
Pieve - Chiesa dei Frati Francescani,45.5383539,11.2877862,Chiampo
Santa Maria Assunta e San Martino,45.5430257,11.2785463,Chiampo
Chiesa di San Biagio,45.5445275,11.2713123,Chiampo
Chiesa arcipretale,45.6808651,11.3727903,San Vito di Leguzzano
Maternita della Madonna,45.5445729,11.2928356,Chiampo
Chiesa delle Conche,45.5340666,11.3248869,Arzignano
San Rocco,45.5241803,11.3239354,Arzignano
Chiesa di San Pietro,45.8068003,10.7837125,Limone sul Garda
Chiesa di San Rocco,45.8170867,10.7940907,Limone sul Garda
Chiesa di San Giovanni in Valle,45.4466579,11.0055556,Verona
Chiesa dei Santi Pietro e Paolo,45.9935596,10.2331242,Lozio
San Antonio Abate,45.5689320,11.2506875,San Pietro Mussolino
Santi Simeone e Giuda,45.5589876,11.2885757,Nogarole Vicentino
San Lorenzo Martire - Madonna delle Grazie,45.5491944,11.2758797,Chiampo
San Antonio Abate,45.5684963,11.2507359,San Pietro Mussolino
Castellaro,45.5589900,11.2857999,Nogarole Vicentino
Chiesa di San Pietro Vecchio,45.5942067,11.2491730,San Pietro Mussolino
Chiesa di San Gaetano,45.5803140,11.2504690,San Pietro Mussolino
Chiesa di San Daniele,45.5786017,11.2655145,San Pietro Mussolino
San Pietro Apostolo,45.5877891,11.2574408,San Pietro Mussolino
San Giuseppe,45.5873777,11.2760452,San Pietro Mussolino
Chiesetta della Madonna Addolorata,45.9419428,10.1924488,Borno
Chiesa di San Biagio,45.5878497,10.4628632,San Giacomo
Sant'Andrea,45.6187932,11.2264420,Crespadoro
San Francesco d'Assisi,45.6118754,11.2363668,Molino-Mozzi-Bittarelli
Chiesa di Santa Maria Assunta,45.9422073,10.2779614,Malegno
Chiesa di San Giuseppe,46.0578953,11.5313204,Ivano-Fracena
San Vendemiano,46.0549456,11.5379130,Ivano-Fracena
Sant'Egidio abate,46.0438207,11.5522094,Ospedaletto
Santuario della Madonna della Rocchetta,46.0445277,11.5634837,Ospedaletto
Chiesa di San Martino,45.8995613,10.1932059,Darfo Boario Terme
Chiesa di San Rocco e Sant'Anna,45.6571789,10.2518010,San Sebastiano
Chiesa Vecchia dei Santi Sebastiano e Fabiano,45.6512099,10.2649684,Lumezzane
Chiesa dei Santi Bruno e Francesco,45.6563146,10.2352029,San Sebastiano
Santi Sebastiano e Rocco,45.5537288,11.3221181,Nogarole Vicentino
San Antonio,45.5630261,11.3128701,Nogarole Vicentino
Chiesa di San Carlo Borromeo,45.5065089,10.3117103,Rezzato
Antica pieve dei Santi Giacomo e Cristoforo,46.0162198,11.6336502,Grigno
Chiesa di Santa Maria in Aracoeli,45.5531409,11.5491379,Vicenza
Chiesetta Alpina Monte Lefre,46.0610168,11.5563782,Ospedaletto
Chiesa dei Disciplini,45.2976283,10.4727364,Castel Goffredo
Chiesa di San Clemente,45.8377203,10.9529354,Brentonico
Chiesa dei Santi Gervasio e Protasio,46.0122980,10.3527513,Ceto
Chiesa di Sant'Orsola,45.5355479,10.2167902,Brescia
San Rocco,46.0534386,11.4591196,Borgo
Chiesa di San Giorgio,46.0762093,11.2505972,Pergine Valsugana
chiesa di San Martino,46.0578784,11.2141303,Pergine Valsugana
chiesa della Madonna di Loreto,46.0674198,11.2568510,Pergine Valsugana
Chiesa di Santa Maria della Visitazione,45.8803128,10.1836608,Darfo
Sant'Andrea Apostolo,45.6459343,11.5101120,Novoledo
Chiesa dei Santi Faustino e Giovita,45.7522742,10.2782638,Dosso-Ville
Chiesa della Madonna di Conche,45.6215587,10.2855204,Caino
Santa Maria Ausiliatrice,46.0685316,11.4578792,Torcegno
Chiesetta San Antonio,45.5071691,11.4244018,Montecchio Maggiore-Alte Ceccato
Chiesa dei Santi Nazario e Celso,45.6172012,10.5121198,Salo
Eremo di San Giorgio,45.6310551,10.3002261,Caino
Chiesa del Rosario,45.7054165,11.4785352,Thiene
Parrocchia di San Gaetano in Santa Maria Assunta Duomo di Thiene,45.7058104,11.4779314,Thiene
Oratorio della Nativita della Beata Vergine Maria,45.7069724,11.4790638,Thiene
Chiesa parrocchiale di Posina,45.7904910,11.2619216,Posina
Chiesa di Sant'Antonio,45.9550562,10.3013965,Breno
Chiesa di Sorio,45.3926373,11.0456764,San Giovanni Lupatoto
Chiesa di Santa Maria al Ponte,45.9461733,10.2783286,Malegno
Chiesa di Santo Stefano,45.9451513,10.2795357,Malegno
Chiesa parrocchiale di San Michele Nuovo,45.3582848,11.5081676,Sossano
Chiesa di San Bernardo,45.7707039,10.2685424,Irma
Chiesa di Santa Maria della Purificazione,45.9889428,10.3433018,Braone
Chiesa di San Bartolomeo,45.7897853,10.7478306,Pieve
Chiesa di San Giuseppe,45.5993864,10.2196908,Concesio
Chiesetta degli Alpini,45.9895754,10.3785921,Ceto
Chiesa di Santa Maria Assunta,46.0244078,10.3646325,Cimbergo
Santuario Beata Mamma Rosa,45.5392132,11.6316217,Marola
Chiesa di Lerino,45.5199939,11.6407435,Torri di Quartesolo
Chiesa di Sant'Emiliano,45.5025491,10.4957548,Padenghe sul Garda
Chiesa di Santa Elisabetta,45.5362848,10.4943049,Polpenazze del Garda
Pieve di Santa Stefania,45.5357895,10.3883913,Nuvolento
Duomo di San Vitale,45.5053137,11.4090066,Montecchio Maggiore-Alte Ceccato
Chiesa della Santissima Trinita,45.5241867,11.3970072,Montecchio Maggiore-Alte Ceccato
Chiesa di San Giovanni Battista,45.9919376,10.2632390,Lozio
Chiesa Parocchiale di Pressana,45.2867918,11.4024558,Pressana
Chiesa Parochiale di Caselle di Pressana,45.2755334,11.3653112,Cologna Veneta
Chiesa di San Michele,45.6238066,10.1939478,Villa Carcina
San Lorenzo diacono,46.0551411,11.6153194,Cinte Tesino
Ex Monastero di San Bartolomeo,45.5836693,10.3565403,Serle
Chiesa Parocchiale di Veronella,45.3214458,11.3256401,Veronella
Chiesa di Maria Madre della Chiesa,45.5740386,10.2282468,Collebeato
San Rocco,46.0609457,11.6308063,Castello Tesino
Chiesa di Sant'Antonio di Padova,45.5810666,10.1947968,Cellatica
Chiesa di San Cesario,45.5817974,10.2900865,Nave
Chiesetta di San Carlo,45.6554814,10.2151152,Sarezzo
Santuario della Madonna di Calvarola,45.5884419,10.2130954,Collebeato
Chiesa di Sant'Apollonio,45.6514772,10.2785086,Lumezzane
Chiesa dei Santi Ippolito e Cassiano,46.0656169,11.6307764,Castello Tesino
chiesa di San Giorgio,46.0648101,11.6337319,Castello Tesino
Chiesa di San Sebastiano,45.6485842,10.2661910,Lumezzane
Chiesa della Torricella,46.0652118,11.6330599,Castello Tesino
Chiesa di San Giacomo Maggiore,45.6255318,10.2022214,Villa Carcina
Madonna di Lourdes,46.0594520,11.6921251,Lamon
Chiesa della Maternita di Maria,45.6466923,10.2019230,Villa Carcina
Chiesa morti del Bronzino,45.3980016,10.5313760,Solferino
Chiesa di Santa Maria della Carita,45.5397609,10.2238354,Brescia
Chiesa di San Gaetano da Thiene,45.5486882,11.5468452,Vicenza
Chiesa di Santo Stefano,45.5491420,11.5466252,Vicenza
